,product_id,seller_id,seller_name,seller_level,all_time_quantity_sold,category_id,category_name,day_ago_created,discount,discount_rate,favourite_count,gift_item_title,inventory_status,inventory_type,list_price,quantity_sold,rating_average,review_count,url,configurable_products,1_star_count,1_star_percent,2_star_count,2_star_percent,3_star_count,3_star_percent,4_star_count,4_star_percent,5_star_count,5_star_percent,completion_time
33,207733694,8948,A4Tech Official Store,OFFICIAL_STORE,9.0,1838,Chuột Văn Phòng Không Dây,178,0,0,0,0 quà tặng kèm,available,backorder,250000,9,5.0,1,https://tiki.vn/product-p207733694.html?spid=207733706,"[[207733695, 'Chuột không dây A4Tech FStyler FG30S Silent Wireless 2.4GHz - Hàng chính hãng - Cam', 'Cam', 250000, 'available'], [207733703, 'Chuột không dây A4Tech FStyler FG30S Silent Wireless 2.4GHz - Hàng chính hãng - Xám', 'Xám', 250000, 'available'], [207733699, 'Chuột không dây A4Tech FStyler FG30S Silent Wireless 2.4GHz - Hàng chính hãng - Trắng (White)', 'Trắng (White)', 250000, 'available'], [207733712, 'Chuột không dây A4Tech FStyler FG30S Silent Wireless 2.4GHz - Hàng chính hãng - Xanh', 'Xanh', 250000, 'available']]",0,0,0,0,0,0,0,0,1,100,2023-05-27 00:39:13.465297
34,56669854,4997,HXSJ Official Store,OFFICIAL_STORE,173.0,1815,Thiết Bị Số - Phụ Kiện Số,1071,112000,32,0,0 quà tặng kèm,available,instock,349000,173,4.5,62,https://tiki.vn/product-p56669854.html?spid=56669855,[],4,6,3,4,2,3,5,9,48,78,2023-05-27 00:39:15.053155
35,147806456,207195,ELECOM store,OFFICIAL_STORE,6.0,1838,Chuột Văn Phòng Không Dây,533,328500,15,0,0 quà tặng kèm,available,backorder,2190000,6,5.0,4,https://tiki.vn/product-p147806456.html?spid=147806457,[],0,0,0,0,0,0,0,0,4,100,2023-05-27 00:39:16.739108
36,35243555,915,Nova Computer,TRUSTED_STORE,8.0,1815,Thiết Bị Số - Phụ Kiện Số,1332,20000,8,0,0 quà tặng kèm,available,backorder,249000,8,0.0,0,https://tiki.vn/product-p35243555.html?spid=157616063,[],0,0,0,0,0,0,0,0,0,0,2023-05-27 00:39:18.404156
37,479097,6975,HACHI STORE,NONE,197.0,1838,Chuột Văn Phòng Không Dây,0,49200,26,0,0 quà tặng kèm,available,backorder,189000,197,4.7,25,https://tiki.vn/product-p479097.html?spid=22910476,[],1,4,0,0,0,0,3,12,21,84,2023-05-27 00:39:19.973995
38,122649672,5411,vinet shop,NONE,4.0,1838,Chuột Văn Phòng Không Dây,620,0,0,0,0 quà tặng kèm,available,backorder,495000,4,2.0,1,https://tiki.vn/product-p122649672.html?spid=124241043,"[[124241042, 'VINETTEAM Chuột Không Dây M1S Không Gây Tiếng Ồn Hiển Thị Pin 2400 DPI Có Thể Sạc Lại Tương Thích Với Máy Tính Llaptop Macbook - Hàng Chính Hãng - Màu Trắng', 'Màu Trắng', 495000, 'available']]",0,0,1,100,0,0,0,0,0,0,2023-05-27 00:39:22.133327
39,192419698,276001,Phụ Kiện DEBOX STORE,NONE,2.0,1838,Chuột Văn Phòng Không Dây,297,125000,50,0,0 quà tặng kèm,available,backorder,250000,2,0.0,0,https://tiki.vn/product-p192419698.html?spid=192419703,"[[192419702, 'Chuột Không Dây HAVIT MS76, Thiết Kế Công Thái Học, 3 DPI+ 6 Nút Chỉnh, Tuổi Thọ 3Tr Lần Nhấn - Hàng Chính Hãng - Đen', 'Đen', 125000, 'available']]",0,0,0,0,0,0,0,0,0,0,2023-05-27 00:39:23.814965
40,76558983,117888,Sido Tech Official Store,OFFICIAL_STORE,166.0,1838,Chuột Văn Phòng Không Dây,849,0,0,0,0 quà tặng kèm,available,backorder,119000,166,4.5,39,https://tiki.vn/product-p76558983.html?spid=76558985,"[[76558984, 'Chuột Không Dây Sạc Pin Máy Tính Sidotech M2S Chống Ồn Thiết Kế Công Thái Học Đèn LED RGB Thuộc Dòng Chuột Không Dây Gaming Logitech Fuhlen Xiaomi Apple Genius Dell Phù Hợp Cho Laptop Pc TV - Hàng Chính Hãng - Màu Đen', 'Màu Đen', 119000, 'available'], [76558986, 'Chuột Không Dây Sạc Pin Máy Tính Sidotech M2S Chống Ồn Thiết Kế Công Thái Học Đèn LED RGB Thuộc Dòng Chuột Không Dây Gaming Logitech Fuhlen Xiaomi Apple Genius Dell Phù Hợp Cho Laptop Pc TV - Hàng Chính Hãng - Màu trắng', 'Màu trắng', 117000, 'available']]",2,5,0,0,0,0,10,25,27,70,2023-05-27 00:39:25.368889
41,147806456,207195,ELECOM store,OFFICIAL_STORE,6.0,1838,Chuột Văn Phòng Không Dây,533,328500,15,0,0 quà tặng kèm,available,backorder,2190000,6,5.0,4,https://tiki.vn/product-p147806456.html?spid=147806457,[],0,0,0,0,0,0,0,0,4,100,2023-05-27 00:39:26.969479
42,7395841,174379,Hùng Dũng 68,NONE,66.0,1838,Chuột Văn Phòng Không Dây,1648,0,0,0,0 quà tặng kèm,available,backorder,199000,66,4.2,12,https://tiki.vn/product-p7395841.html?spid=87012657,"[[7419393, 'Chuột Không Dây Ergo S118A - Thiết Kế Công Thái Học Chống Mỏi Tay - Sử Dụng Pin AA', 'Pin AA', 199000, 'available']]",2,16,0,0,0,0,2,17,8,67,2023-05-27 00:39:28.630049
